"Ft","Country","time_t","time_t1","N0","N"
361,"FR",1,2,357,382
364,"FR",2,3,357,382
365,"FR",3,4,357,382
367,"FR",4,5,357,382
361,"FR",5,6,357,382
362,"FR",1,2,358,382
365,"FR",2,3,358,382
366,"FR",3,4,358,382
367,"FR",4,5,358,382
362,"FR",5,6,358,382
364,"FR",1,2,359,382
366,"FR",2,3,359,382
366,"FR",3,4,359,382
368,"FR",4,5,359,382
363,"FR",5,6,359,382
365,"FR",1,2,360,382
366,"FR",2,3,360,382
367,"FR",3,4,360,382
368,"FR",4,5,360,382
364,"FR",5,6,360,382
366,"FR",1,2,361,382
367,"FR",2,3,361,382
368,"FR",3,4,361,382
370,"FR",4,5,361,382
364,"FR",5,6,361,382
368,"FR",1,2,362,382
367,"FR",2,3,362,382
370,"FR",3,4,362,382
370,"FR",4,5,362,382
365,"FR",5,6,362,382
369,"FR",1,2,363,382
368,"FR",2,3,363,382
370,"FR",3,4,363,382
370,"FR",4,5,363,382
366,"FR",5,6,363,382
369,"FR",1,2,364,382
369,"FR",2,3,364,382
371,"FR",3,4,364,382
371,"FR",4,5,364,382
367,"FR",5,6,364,382
369,"FR",1,2,365,382
370,"FR",2,3,365,382
372,"FR",3,4,365,382
372,"FR",4,5,365,382
367,"FR",5,6,365,382
370,"FR",1,2,366,382
371,"FR",2,3,366,382
372,"FR",3,4,366,382
372,"FR",4,5,366,382
368,"FR",5,6,366,382
371,"FR",1,2,367,382
372,"FR",2,3,367,382
372,"FR",3,4,367,382
373,"FR",4,5,367,382
369,"FR",5,6,367,382
371,"FR",1,2,368,382
373,"FR",2,3,368,382
373,"FR",3,4,368,382
373,"FR",4,5,368,382
370,"FR",5,6,368,382
373,"FR",1,2,369,382
374,"FR",2,3,369,382
373,"FR",3,4,369,382
374,"FR",4,5,369,382
370,"FR",5,6,369,382
374,"FR",1,2,370,382
376,"FR",2,3,370,382
374,"FR",3,4,370,382
374,"FR",4,5,370,382
371,"FR",5,6,370,382
374,"FR",1,2,371,382
376,"FR",2,3,371,382
375,"FR",3,4,371,382
375,"FR",4,5,371,382
371,"FR",5,6,371,382
374,"FR",1,2,372,382
377,"FR",2,3,372,382
376,"FR",3,4,372,382
375,"FR",4,5,372,382
372,"FR",5,6,372,382
376,"FR",1,2,373,382
377,"FR",2,3,373,382
376,"FR",3,4,373,382
375,"FR",4,5,373,382
374,"FR",5,6,373,382
377,"FR",1,2,374,382
377,"FR",2,3,374,382
376,"FR",3,4,374,382
375,"FR",4,5,374,382
374,"FR",5,6,374,382
378,"FR",1,2,375,382
378,"FR",2,3,375,382
377,"FR",3,4,375,382
376,"FR",4,5,375,382
375,"FR",5,6,375,382
379,"FR",1,2,376,382
379,"FR",2,3,376,382
378,"FR",3,4,376,382
377,"FR",4,5,376,382
376,"FR",5,6,376,382
380,"FR",1,2,377,382
380,"FR",2,3,377,382
379,"FR",3,4,377,382
377,"FR",4,5,377,382
377,"FR",5,6,377,382
380,"FR",1,2,378,382
380,"FR",2,3,378,382
380,"FR",3,4,378,382
378,"FR",4,5,378,382
378,"FR",5,6,378,382
381,"FR",1,2,379,382
381,"FR",2,3,379,382
381,"FR",3,4,379,382
379,"FR",4,5,379,382
379,"FR",5,6,379,382
382,"FR",1,2,380,382
382,"FR",2,3,380,382
382,"FR",3,4,380,382
380,"FR",4,5,380,382
380,"FR",5,6,380,382
382,"FR",1,2,381,382
382,"FR",2,3,381,382
382,"FR",3,4,381,382
381,"FR",4,5,381,382
381,"FR",5,6,381,382
382,"FR",1,2,382,382
382,"FR",2,3,382,382
382,"FR",3,4,382,382
382,"FR",4,5,382,382
382,"FR",5,6,382,382
2,"UK",1,2,2,497
2,"UK",2,3,2,497
2,"UK",3,4,2,497
2,"UK",4,5,2,497
2,"UK",5,6,2,497
3,"UK",1,2,3,497
3,"UK",2,3,3,497
3,"UK",3,4,3,497
3,"UK",4,5,3,497
3,"UK",5,6,3,497
4,"UK",1,2,4,497
5,"UK",2,3,4,497
4,"UK",3,4,4,497
4,"UK",4,5,4,497
4,"UK",5,6,4,497
5,"UK",1,2,5,497
5,"UK",2,3,5,497
5,"UK",3,4,5,497
5,"UK",4,5,5,497
5,"UK",5,6,5,497
6,"UK",1,2,6,497
6,"UK",2,3,6,497
6,"UK",3,4,6,497
6,"UK",4,5,6,497
6,"UK",5,6,6,497
7,"UK",1,2,7,497
7,"UK",2,3,7,497
7,"UK",3,4,7,497
7,"UK",4,5,7,497
7,"UK",5,6,7,497
9,"UK",1,2,8,497
9,"UK",2,3,8,497
8,"UK",3,4,8,497
8,"UK",4,5,8,497
8,"UK",5,6,8,497
10,"UK",1,2,9,497
9,"UK",2,3,9,497
9,"UK",3,4,9,497
10,"UK",4,5,9,497
9,"UK",5,6,9,497
10,"UK",1,2,10,497
10,"UK",2,3,10,497
10,"UK",3,4,10,497
10,"UK",4,5,10,497
10,"UK",5,6,10,497
11,"UK",1,2,11,497
12,"UK",2,3,11,497
11,"UK",3,4,11,497
11,"UK",4,5,11,497
12,"UK",5,6,11,497
12,"UK",1,2,12,497
13,"UK",2,3,12,497
13,"UK",3,4,12,497
13,"UK",4,5,12,497
12,"UK",5,6,12,497
13,"UK",1,2,13,497
13,"UK",2,3,13,497
14,"UK",3,4,13,497
14,"UK",4,5,13,497
13,"UK",5,6,13,497
15,"UK",1,2,14,497
14,"UK",2,3,14,497
14,"UK",3,4,14,497
14,"UK",4,5,14,497
14,"UK",5,6,14,497
17,"UK",1,2,15,497
15,"UK",2,3,15,497
15,"UK",3,4,15,497
16,"UK",4,5,15,497
15,"UK",5,6,15,497
17,"UK",1,2,16,497
16,"UK",2,3,16,497
16,"UK",3,4,16,497
17,"UK",4,5,16,497
17,"UK",5,6,16,497
18,"UK",1,2,17,497
17,"UK",2,3,17,497
18,"UK",3,4,17,497
18,"UK",4,5,17,497
17,"UK",5,6,17,497
19,"UK",1,2,18,497
18,"UK",2,3,18,497
19,"UK",3,4,18,497
20,"UK",4,5,18,497
18,"UK",5,6,18,497
19,"UK",1,2,19,497
20,"UK",2,3,19,497
20,"UK",3,4,19,497
20,"UK",4,5,19,497
20,"UK",5,6,19,497
21,"UK",1,2,20,497
20,"UK",2,3,20,497
22,"UK",3,4,20,497
20,"UK",4,5,20,497
21,"UK",5,6,20,497
22,"UK",1,2,21,497
22,"UK",2,3,21,497
22,"UK",3,4,21,497
21,"UK",4,5,21,497
22,"UK",5,6,21,497
24,"UK",1,2,22,497
23,"UK",2,3,22,497
22,"UK",3,4,22,497
23,"UK",4,5,22,497
22,"UK",5,6,22,497
26,"UK",1,2,23,497
24,"UK",2,3,23,497
23,"UK",3,4,23,497
24,"UK",4,5,23,497
24,"UK",5,6,23,497
26,"UK",1,2,24,497
24,"UK",2,3,24,497
24,"UK",3,4,24,497
24,"UK",4,5,24,497
25,"UK",5,6,24,497
26,"UK",1,2,25,497
26,"UK",2,3,25,497
25,"UK",3,4,25,497
25,"UK",4,5,25,497
25,"UK",5,6,25,497
27,"UK",1,2,26,497
26,"UK",2,3,26,497
26,"UK",3,4,26,497
27,"UK",4,5,26,497
26,"UK",5,6,26,497
28,"UK",1,2,27,497
27,"UK",2,3,27,497
27,"UK",3,4,27,497
29,"UK",4,5,27,497
27,"UK",5,6,27,497
29,"UK",1,2,28,497
29,"UK",2,3,28,497
29,"UK",3,4,28,497
29,"UK",4,5,28,497
28,"UK",5,6,28,497
30,"UK",1,2,29,497
30,"UK",2,3,29,497
29,"UK",3,4,29,497
29,"UK",4,5,29,497
30,"UK",5,6,29,497
32,"UK",1,2,30,497
31,"UK",2,3,30,497
30,"UK",3,4,30,497
31,"UK",4,5,30,497
31,"UK",5,6,30,497
33,"UK",1,2,31,497
33,"UK",2,3,31,497
31,"UK",3,4,31,497
32,"UK",4,5,31,497
32,"UK",5,6,31,497
33,"UK",1,2,32,497
33,"UK",2,3,32,497
32,"UK",3,4,32,497
33,"UK",4,5,32,497
32,"UK",5,6,32,497
35,"UK",1,2,33,497
33,"UK",2,3,33,497
33,"UK",3,4,33,497
34,"UK",4,5,33,497
33,"UK",5,6,33,497
36,"UK",1,2,34,497
35,"UK",2,3,34,497
34,"UK",3,4,34,497
34,"UK",4,5,34,497
34,"UK",5,6,34,497
37,"UK",1,2,35,497
36,"UK",2,3,35,497
36,"UK",3,4,35,497
36,"UK",4,5,35,497
36,"UK",5,6,35,497
38,"UK",1,2,36,497
36,"UK",2,3,36,497
37,"UK",3,4,36,497
37,"UK",4,5,36,497
37,"UK",5,6,36,497
39,"UK",1,2,37,497
37,"UK",2,3,37,497
38,"UK",3,4,37,497
37,"UK",4,5,37,497
38,"UK",5,6,37,497
39,"UK",1,2,38,497
39,"UK",2,3,38,497
39,"UK",3,4,38,497
39,"UK",4,5,38,497
38,"UK",5,6,38,497
40,"UK",1,2,39,497
40,"UK",2,3,39,497
39,"UK",3,4,39,497
41,"UK",4,5,39,497
39,"UK",5,6,39,497
41,"UK",1,2,40,497
41,"UK",2,3,40,497
41,"UK",3,4,40,497
41,"UK",4,5,40,497
41,"UK",5,6,40,497
42,"UK",1,2,41,497
42,"UK",2,3,41,497
42,"UK",3,4,41,497
42,"UK",4,5,41,497
43,"UK",5,6,41,497
44,"UK",1,2,42,497
43,"UK",2,3,42,497
44,"UK",3,4,42,497
42,"UK",4,5,42,497
43,"UK",5,6,42,497
44,"UK",1,2,43,497
44,"UK",2,3,43,497
45,"UK",3,4,43,497
43,"UK",4,5,43,497
44,"UK",5,6,43,497
45,"UK",1,2,44,497
45,"UK",2,3,44,497
46,"UK",3,4,44,497
45,"UK",4,5,44,497
45,"UK",5,6,44,497
46,"UK",1,2,45,497
46,"UK",2,3,45,497
48,"UK",3,4,45,497
46,"UK",4,5,45,497
46,"UK",5,6,45,497
47,"UK",1,2,46,497
47,"UK",2,3,46,497
48,"UK",3,4,46,497
47,"UK",4,5,46,497
48,"UK",5,6,46,497
49,"UK",1,2,47,497
48,"UK",2,3,47,497
49,"UK",3,4,47,497
49,"UK",4,5,47,497
48,"UK",5,6,47,497
49,"UK",1,2,48,497
49,"UK",2,3,48,497
50,"UK",3,4,48,497
50,"UK",4,5,48,497
50,"UK",5,6,48,497
50,"UK",1,2,49,497
50,"UK",2,3,49,497
51,"UK",3,4,49,497
51,"UK",4,5,49,497
51,"UK",5,6,49,497
50,"UK",1,2,50,497
52,"UK",2,3,50,497
52,"UK",3,4,50,497
53,"UK",4,5,50,497
51,"UK",5,6,50,497
52,"UK",1,2,51,497
53,"UK",2,3,51,497
53,"UK",3,4,51,497
54,"UK",4,5,51,497
53,"UK",5,6,51,497
53,"UK",1,2,52,497
54,"UK",2,3,52,497
54,"UK",3,4,52,497
56,"UK",4,5,52,497
53,"UK",5,6,52,497
54,"UK",1,2,53,497
55,"UK",2,3,53,497
55,"UK",3,4,53,497
56,"UK",4,5,53,497
54,"UK",5,6,53,497
56,"UK",1,2,54,497
56,"UK",2,3,54,497
56,"UK",3,4,54,497
57,"UK",4,5,54,497
55,"UK",5,6,54,497
57,"UK",1,2,55,497
57,"UK",2,3,55,497
56,"UK",3,4,55,497
57,"UK",4,5,55,497
55,"UK",5,6,55,497
57,"UK",1,2,56,497
58,"UK",2,3,56,497
58,"UK",3,4,56,497
59,"UK",4,5,56,497
57,"UK",5,6,56,497
59,"UK",1,2,57,497
59,"UK",2,3,57,497
60,"UK",3,4,57,497
60,"UK",4,5,57,497
59,"UK",5,6,57,497
60,"UK",1,2,58,497
61,"UK",2,3,58,497
61,"UK",3,4,58,497
60,"UK",4,5,58,497
59,"UK",5,6,58,497
62,"UK",1,2,59,497
62,"UK",2,3,59,497
62,"UK",3,4,59,497
61,"UK",4,5,59,497
60,"UK",5,6,59,497
63,"UK",1,2,60,497
64,"UK",2,3,60,497
63,"UK",3,4,60,497
61,"UK",4,5,60,497
61,"UK",5,6,60,497
64,"UK",1,2,61,497
64,"UK",2,3,61,497
64,"UK",3,4,61,497
63,"UK",4,5,61,497
62,"UK",5,6,61,497
66,"UK",1,2,62,497
64,"UK",2,3,62,497
64,"UK",3,4,62,497
64,"UK",4,5,62,497
63,"UK",5,6,62,497
67,"UK",1,2,63,497
65,"UK",2,3,63,497
64,"UK",3,4,63,497
65,"UK",4,5,63,497
63,"UK",5,6,63,497
68,"UK",1,2,64,497
67,"UK",2,3,64,497
65,"UK",3,4,64,497
66,"UK",4,5,64,497
65,"UK",5,6,64,497
70,"UK",1,2,65,497
67,"UK",2,3,65,497
66,"UK",3,4,65,497
66,"UK",4,5,65,497
66,"UK",5,6,65,497
70,"UK",1,2,66,497
68,"UK",2,3,66,497
67,"UK",3,4,66,497
67,"UK",4,5,66,497
68,"UK",5,6,66,497
71,"UK",1,2,67,497
69,"UK",2,3,67,497
69,"UK",3,4,67,497
68,"UK",4,5,67,497
69,"UK",5,6,67,497
71,"UK",1,2,68,497
70,"UK",2,3,68,497
70,"UK",3,4,68,497
68,"UK",4,5,68,497
70,"UK",5,6,68,497
72,"UK",1,2,69,497
71,"UK",2,3,69,497
71,"UK",3,4,69,497
70,"UK",4,5,69,497
71,"UK",5,6,69,497
73,"UK",1,2,70,497
73,"UK",2,3,70,497
71,"UK",3,4,70,497
72,"UK",4,5,70,497
71,"UK",5,6,70,497
74,"UK",1,2,71,497
74,"UK",2,3,71,497
72,"UK",3,4,71,497
74,"UK",4,5,71,497
72,"UK",5,6,71,497
76,"UK",1,2,72,497
75,"UK",2,3,72,497
74,"UK",3,4,72,497
74,"UK",4,5,72,497
73,"UK",5,6,72,497
77,"UK",1,2,73,497
77,"UK",2,3,73,497
75,"UK",3,4,73,497
75,"UK",4,5,73,497
74,"UK",5,6,73,497
78,"UK",1,2,74,497
79,"UK",2,3,74,497
77,"UK",3,4,74,497
75,"UK",4,5,74,497
75,"UK",5,6,74,497
79,"UK",1,2,75,497
79,"UK",2,3,75,497
78,"UK",3,4,75,497
76,"UK",4,5,75,497
77,"UK",5,6,75,497
80,"UK",1,2,76,497
80,"UK",2,3,76,497
79,"UK",3,4,76,497
77,"UK",4,5,76,497
77,"UK",5,6,76,497
81,"UK",1,2,77,497
80,"UK",2,3,77,497
79,"UK",3,4,77,497
79,"UK",4,5,77,497
78,"UK",5,6,77,497
82,"UK",1,2,78,497
81,"UK",2,3,78,497
80,"UK",3,4,78,497
80,"UK",4,5,78,497
79,"UK",5,6,78,497
82,"UK",1,2,79,497
83,"UK",2,3,79,497
80,"UK",3,4,79,497
82,"UK",4,5,79,497
81,"UK",5,6,79,497
84,"UK",1,2,80,497
85,"UK",2,3,80,497
81,"UK",3,4,80,497
83,"UK",4,5,80,497
82,"UK",5,6,80,497
85,"UK",1,2,81,497
85,"UK",2,3,81,497
83,"UK",3,4,81,497
84,"UK",4,5,81,497
83,"UK",5,6,81,497
87,"UK",1,2,82,497
85,"UK",2,3,82,497
83,"UK",3,4,82,497
86,"UK",4,5,82,497
83,"UK",5,6,82,497
88,"UK",1,2,83,497
85,"UK",2,3,83,497
84,"UK",3,4,83,497
87,"UK",4,5,83,497
85,"UK",5,6,83,497
89,"UK",1,2,84,497
86,"UK",2,3,84,497
86,"UK",3,4,84,497
87,"UK",4,5,84,497
86,"UK",5,6,84,497
89,"UK",1,2,85,497
87,"UK",2,3,85,497
87,"UK",3,4,85,497
87,"UK",4,5,85,497
87,"UK",5,6,85,497
91,"UK",1,2,86,497
88,"UK",2,3,86,497
89,"UK",3,4,86,497
87,"UK",4,5,86,497
88,"UK",5,6,86,497
91,"UK",1,2,87,497
89,"UK",2,3,87,497
90,"UK",3,4,87,497
89,"UK",4,5,87,497
89,"UK",5,6,87,497
93,"UK",1,2,88,497
91,"UK",2,3,88,497
90,"UK",3,4,88,497
89,"UK",4,5,88,497
90,"UK",5,6,88,497
95,"UK",1,2,89,497
91,"UK",2,3,89,497
91,"UK",3,4,89,497
90,"UK",4,5,89,497
90,"UK",5,6,89,497
96,"UK",1,2,90,497
92,"UK",2,3,90,497
93,"UK",3,4,90,497
91,"UK",4,5,90,497
91,"UK",5,6,90,497
98,"UK",1,2,91,497
94,"UK",2,3,91,497
93,"UK",3,4,91,497
92,"UK",4,5,91,497
93,"UK",5,6,91,497
99,"UK",1,2,92,497
95,"UK",2,3,92,497
93,"UK",3,4,92,497
93,"UK",4,5,92,497
93,"UK",5,6,92,497
100,"UK",1,2,93,497
96,"UK",2,3,93,497
95,"UK",3,4,93,497
94,"UK",4,5,93,497
94,"UK",5,6,93,497
101,"UK",1,2,94,497
98,"UK",2,3,94,497
97,"UK",3,4,94,497
96,"UK",4,5,94,497
95,"UK",5,6,94,497
102,"UK",1,2,95,497
99,"UK",2,3,95,497
98,"UK",3,4,95,497
96,"UK",4,5,95,497
96,"UK",5,6,95,497
103,"UK",1,2,96,497
100,"UK",2,3,96,497
99,"UK",3,4,96,497
98,"UK",4,5,96,497
98,"UK",5,6,96,497
104,"UK",1,2,97,497
101,"UK",2,3,97,497
99,"UK",3,4,97,497
99,"UK",4,5,97,497
98,"UK",5,6,97,497
106,"UK",1,2,98,497
102,"UK",2,3,98,497
99,"UK",3,4,98,497
100,"UK",4,5,98,497
99,"UK",5,6,98,497
106,"UK",1,2,99,497
103,"UK",2,3,99,497
100,"UK",3,4,99,497
101,"UK",4,5,99,497
100,"UK",5,6,99,497
106,"UK",1,2,100,497
105,"UK",2,3,100,497
102,"UK",3,4,100,497
102,"UK",4,5,100,497
101,"UK",5,6,100,497
107,"UK",1,2,101,497
107,"UK",2,3,101,497
103,"UK",3,4,101,497
103,"UK",4,5,101,497
102,"UK",5,6,101,497
108,"UK",1,2,102,497
108,"UK",2,3,102,497
104,"UK",3,4,102,497
104,"UK",4,5,102,497
103,"UK",5,6,102,497
109,"UK",1,2,103,497
109,"UK",2,3,103,497
105,"UK",3,4,103,497
105,"UK",4,5,103,497
105,"UK",5,6,103,497
109,"UK",1,2,104,497
110,"UK",2,3,104,497
105,"UK",3,4,104,497
106,"UK",4,5,104,497
105,"UK",5,6,104,497
109,"UK",1,2,105,497
112,"UK",2,3,105,497
106,"UK",3,4,105,497
107,"UK",4,5,105,497
106,"UK",5,6,105,497
110,"UK",1,2,106,497
113,"UK",2,3,106,497
108,"UK",3,4,106,497
107,"UK",4,5,106,497
108,"UK",5,6,106,497
111,"UK",1,2,107,497
115,"UK",2,3,107,497
108,"UK",3,4,107,497
109,"UK",4,5,107,497
109,"UK",5,6,107,497
112,"UK",1,2,108,497
115,"UK",2,3,108,497
110,"UK",3,4,108,497
109,"UK",4,5,108,497
110,"UK",5,6,108,497
112,"UK",1,2,109,497
117,"UK",2,3,109,497
112,"UK",3,4,109,497
111,"UK",4,5,109,497
111,"UK",5,6,109,497
114,"UK",1,2,110,497
118,"UK",2,3,110,497
113,"UK",3,4,110,497
111,"UK",4,5,110,497
112,"UK",5,6,110,497
115,"UK",1,2,111,497
119,"UK",2,3,111,497
114,"UK",3,4,111,497
113,"UK",4,5,111,497
113,"UK",5,6,111,497
117,"UK",1,2,112,497
121,"UK",2,3,112,497
114,"UK",3,4,112,497
115,"UK",4,5,112,497
114,"UK",5,6,112,497
118,"UK",1,2,113,497
122,"UK",2,3,113,497
114,"UK",3,4,113,497
117,"UK",4,5,113,497
114,"UK",5,6,113,497
119,"UK",1,2,114,497
123,"UK",2,3,114,497
115,"UK",3,4,114,497
117,"UK",4,5,114,497
114,"UK",5,6,114,497
120,"UK",1,2,115,497
123,"UK",2,3,115,497
117,"UK",3,4,115,497
118,"UK",4,5,115,497
116,"UK",5,6,115,497
122,"UK",1,2,116,497
123,"UK",2,3,116,497
119,"UK",3,4,116,497
119,"UK",4,5,116,497
118,"UK",5,6,116,497
124,"UK",1,2,117,497
124,"UK",2,3,117,497
120,"UK",3,4,117,497
120,"UK",4,5,117,497
120,"UK",5,6,117,497
125,"UK",1,2,118,497
124,"UK",2,3,118,497
120,"UK",3,4,118,497
121,"UK",4,5,118,497
121,"UK",5,6,118,497
126,"UK",1,2,119,497
126,"UK",2,3,119,497
120,"UK",3,4,119,497
122,"UK",4,5,119,497
122,"UK",5,6,119,497
127,"UK",1,2,120,497
127,"UK",2,3,120,497
122,"UK",3,4,120,497
123,"UK",4,5,120,497
122,"UK",5,6,120,497
129,"UK",1,2,121,497
128,"UK",2,3,121,497
123,"UK",3,4,121,497
123,"UK",4,5,121,497
124,"UK",5,6,121,497
130,"UK",1,2,122,497
129,"UK",2,3,122,497
124,"UK",3,4,122,497
123,"UK",4,5,122,497
124,"UK",5,6,122,497
132,"UK",1,2,123,497
130,"UK",2,3,123,497
126,"UK",3,4,123,497
124,"UK",4,5,123,497
124,"UK",5,6,123,497
133,"UK",1,2,124,497
131,"UK",2,3,124,497
128,"UK",3,4,124,497
125,"UK",4,5,124,497
125,"UK",5,6,124,497
134,"UK",1,2,125,497
132,"UK",2,3,125,497
129,"UK",3,4,125,497
127,"UK",4,5,125,497
127,"UK",5,6,125,497
135,"UK",1,2,126,497
133,"UK",2,3,126,497
129,"UK",3,4,126,497
129,"UK",4,5,126,497
129,"UK",5,6,126,497
137,"UK",1,2,127,497
134,"UK",2,3,127,497
130,"UK",3,4,127,497
131,"UK",4,5,127,497
130,"UK",5,6,127,497
138,"UK",1,2,128,497
135,"UK",2,3,128,497
131,"UK",3,4,128,497
131,"UK",4,5,128,497
131,"UK",5,6,128,497
139,"UK",1,2,129,497
137,"UK",2,3,129,497
131,"UK",3,4,129,497
133,"UK",4,5,129,497
131,"UK",5,6,129,497
140,"UK",1,2,130,497
139,"UK",2,3,130,497
133,"UK",3,4,130,497
134,"UK",4,5,130,497
132,"UK",5,6,130,497
141,"UK",1,2,131,497
140,"UK",2,3,131,497
133,"UK",3,4,131,497
135,"UK",4,5,131,497
134,"UK",5,6,131,497
142,"UK",1,2,132,497
141,"UK",2,3,132,497
133,"UK",3,4,132,497
137,"UK",4,5,132,497
135,"UK",5,6,132,497
144,"UK",1,2,133,497
142,"UK",2,3,133,497
135,"UK",3,4,133,497
138,"UK",4,5,133,497
136,"UK",5,6,133,497
146,"UK",1,2,134,497
143,"UK",2,3,134,497
136,"UK",3,4,134,497
138,"UK",4,5,134,497
137,"UK",5,6,134,497
147,"UK",1,2,135,497
144,"UK",2,3,135,497
137,"UK",3,4,135,497
138,"UK",4,5,135,497
137,"UK",5,6,135,497
148,"UK",1,2,136,497
145,"UK",2,3,136,497
138,"UK",3,4,136,497
139,"UK",4,5,136,497
139,"UK",5,6,136,497
149,"UK",1,2,137,497
146,"UK",2,3,137,497
139,"UK",3,4,137,497
140,"UK",4,5,137,497
140,"UK",5,6,137,497
150,"UK",1,2,138,497
146,"UK",2,3,138,497
141,"UK",3,4,138,497
141,"UK",4,5,138,497
140,"UK",5,6,138,497
150,"UK",1,2,139,497
147,"UK",2,3,139,497
142,"UK",3,4,139,497
141,"UK",4,5,139,497
140,"UK",5,6,139,497
152,"UK",1,2,140,497
148,"UK",2,3,140,497
143,"UK",3,4,140,497
141,"UK",4,5,140,497
142,"UK",5,6,140,497
154,"UK",1,2,141,497
149,"UK",2,3,141,497
145,"UK",3,4,141,497
143,"UK",4,5,141,497
143,"UK",5,6,141,497
154,"UK",1,2,142,497
150,"UK",2,3,142,497
145,"UK",3,4,142,497
145,"UK",4,5,142,497
143,"UK",5,6,142,497
155,"UK",1,2,143,497
150,"UK",2,3,143,497
146,"UK",3,4,143,497
146,"UK",4,5,143,497
144,"UK",5,6,143,497
157,"UK",1,2,144,497
151,"UK",2,3,144,497
146,"UK",3,4,144,497
148,"UK",4,5,144,497
146,"UK",5,6,144,497
158,"UK",1,2,145,497
153,"UK",2,3,145,497
147,"UK",3,4,145,497
148,"UK",4,5,145,497
147,"UK",5,6,145,497
160,"UK",1,2,146,497
153,"UK",2,3,146,497
148,"UK",3,4,146,497
149,"UK",4,5,146,497
148,"UK",5,6,146,497
162,"UK",1,2,147,497
153,"UK",2,3,147,497
150,"UK",3,4,147,497
150,"UK",4,5,147,497
149,"UK",5,6,147,497
162,"UK",1,2,148,497
154,"UK",2,3,148,497
151,"UK",3,4,148,497
152,"UK",4,5,148,497
150,"UK",5,6,148,497
164,"UK",1,2,149,497
154,"UK",2,3,149,497
153,"UK",3,4,149,497
153,"UK",4,5,149,497
151,"UK",5,6,149,497
164,"UK",1,2,150,497
155,"UK",2,3,150,497
154,"UK",3,4,150,497
153,"UK",4,5,150,497
153,"UK",5,6,150,497
165,"UK",1,2,151,497
157,"UK",2,3,151,497
155,"UK",3,4,151,497
153,"UK",4,5,151,497
155,"UK",5,6,151,497
166,"UK",1,2,152,497
158,"UK",2,3,152,497
157,"UK",3,4,152,497
155,"UK",4,5,152,497
156,"UK",5,6,152,497
167,"UK",1,2,153,497
159,"UK",2,3,153,497
158,"UK",3,4,153,497
156,"UK",4,5,153,497
157,"UK",5,6,153,497
168,"UK",1,2,154,497
161,"UK",2,3,154,497
158,"UK",3,4,154,497
158,"UK",4,5,154,497
157,"UK",5,6,154,497
168,"UK",1,2,155,497
162,"UK",2,3,155,497
160,"UK",3,4,155,497
159,"UK",4,5,155,497
158,"UK",5,6,155,497
170,"UK",1,2,156,497
164,"UK",2,3,156,497
160,"UK",3,4,156,497
161,"UK",4,5,156,497
158,"UK",5,6,156,497
171,"UK",1,2,157,497
164,"UK",2,3,157,497
161,"UK",3,4,157,497
162,"UK",4,5,157,497
159,"UK",5,6,157,497
172,"UK",1,2,158,497
166,"UK",2,3,158,497
162,"UK",3,4,158,497
163,"UK",4,5,158,497
160,"UK",5,6,158,497
174,"UK",1,2,159,497
166,"UK",2,3,159,497
163,"UK",3,4,159,497
164,"UK",4,5,159,497
161,"UK",5,6,159,497
174,"UK",1,2,160,497
168,"UK",2,3,160,497
164,"UK",3,4,160,497
164,"UK",4,5,160,497
161,"UK",5,6,160,497
176,"UK",1,2,161,497
169,"UK",2,3,161,497
165,"UK",3,4,161,497
166,"UK",4,5,161,497
163,"UK",5,6,161,497
178,"UK",1,2,162,497
169,"UK",2,3,162,497
166,"UK",3,4,162,497
166,"UK",4,5,162,497
164,"UK",5,6,162,497
178,"UK",1,2,163,497
170,"UK",2,3,163,497
167,"UK",3,4,163,497
167,"UK",4,5,163,497
166,"UK",5,6,163,497
179,"UK",1,2,164,497
170,"UK",2,3,164,497
168,"UK",3,4,164,497
167,"UK",4,5,164,497
167,"UK",5,6,164,497
181,"UK",1,2,165,497
171,"UK",2,3,165,497
168,"UK",3,4,165,497
169,"UK",4,5,165,497
169,"UK",5,6,165,497
182,"UK",1,2,166,497
172,"UK",2,3,166,497
170,"UK",3,4,166,497
171,"UK",4,5,166,497
170,"UK",5,6,166,497
183,"UK",1,2,167,497
173,"UK",2,3,167,497
171,"UK",3,4,167,497
172,"UK",4,5,167,497
172,"UK",5,6,167,497
185,"UK",1,2,168,497
173,"UK",2,3,168,497
172,"UK",3,4,168,497
173,"UK",4,5,168,497
172,"UK",5,6,168,497
186,"UK",1,2,169,497
173,"UK",2,3,169,497
173,"UK",3,4,169,497
175,"UK",4,5,169,497
172,"UK",5,6,169,497
187,"UK",1,2,170,497
174,"UK",2,3,170,497
174,"UK",3,4,170,497
176,"UK",4,5,170,497
173,"UK",5,6,170,497
189,"UK",1,2,171,497
175,"UK",2,3,171,497
174,"UK",3,4,171,497
177,"UK",4,5,171,497
174,"UK",5,6,171,497
191,"UK",1,2,172,497
175,"UK",2,3,172,497
175,"UK",3,4,172,497
179,"UK",4,5,172,497
175,"UK",5,6,172,497
192,"UK",1,2,173,497
177,"UK",2,3,173,497
176,"UK",3,4,173,497
179,"UK",4,5,173,497
176,"UK",5,6,173,497
192,"UK",1,2,174,497
178,"UK",2,3,174,497
177,"UK",3,4,174,497
181,"UK",4,5,174,497
176,"UK",5,6,174,497
193,"UK",1,2,175,497
178,"UK",2,3,175,497
179,"UK",3,4,175,497
